2530,0,39,25,178,338,91,104
0,2541,51,34,311,193,86,132
4,0,2586,79,352,221,60,113
23,0,79,2586,221,352,113,60
6,3,70,166,5541,348,74,276
10,0,166,70,348,5541,276,74
11,0,36,25,132,278,2748,186
0,22,25,36,278,132,186,2748
