unique_cycles,msr
1,0
13,0
8,0
6,0
2,29
4,0
32,0
6,0
5,0
10,0
13,0
8,0
15,0
11,0
11,0
26,0
7,0
4,0
2,0
19,0
22,0
5,0
26,0
11,0
29,0
3,0
3,0
1,0
7,0
4,0
3,0
19,0
1,0
1,0
14,0
10,0
12,0
17,0
45,0
2,0
2,0
6,0
2,0
10,0
5,0
3,0
18,0
35,0
6,0
1,0
1,0
8,0
24,0
4,0
12,0
8,0
6,0
8,0
3,0
4,0
10,0
3,38
15,0
5,0
2,0
3,0
5,0
12,0
2,0
5,0
5,0
4,0
3,46
2,0
8,0
7,0
5,0
2,0
6,0
3,0
4,0
13,0
1,48
9,0
17,0
1,0
3,0
17,0
16,0
8,0
3,0
3,0
3,0
3,0
5,0
12,0
9,0
9,0
4,0
18,0
