unique_cycles,msr
18,0
39,0
7,0
1,0
11,0
25,0
8,0
2,0
4,0
6,0
7,0
8,0
2,0
8,0
7,0
3,0
2,0
12,0
4,0
8,0
18,0
9,0
1,0
6,0
2,0
6,0
7,0
8,0
2,0
4,0
2,0
14,0
34,0
2,0
2,0
3,0
2,0
12,0
3,0
16,0
1,0
9,0
24,0
6,0
10,0
13,0
6,0
1,0
10,0
41,0
6,0
14,0
9,0
6,0
1,0
27,0
19,0
2,0
3,0
2,0
3,0
3,0
4,0
16,0
1,0
6,0
22,0
2,0
5,0
14,0
2,0
5,0
28,0
2,0
10,0
6,0
5,0
1,0
2,0
2,0
11,0
4,0
6,0
4,0
3,0
2,0
3,0
19,0
8,0
4,0
14,0
1,0
5,0
7,0
32,0
2,0
1,0
7,0
4,0
5,0
