cycle_length,max_steps_reached
2,false
1,false
9,false
2,false
2,false
2,false
2,false
5,false
3,false
7,false
14,false
13,false
3,false
5,false
2,false
8,false
1,false
1,false
20,false
5,false
10,false
1,false
3,false
2,false
5,false
2,false
4,false
4,false
1,false
6,false
1,false
1,false
2,false
1,false
1,false
1,false
2,false
3,false
5,false
8,false
11,false
6,false
6,false
8,false
1,false
4,false
2,false
1,false
5,false
1,false
11,false
4,false
4,false
1,false
1,false
2,false
1,false
1,false
16,false
12,false
1,false
10,false
12,false
20,false
31,false
4,false
2,false
1,false
4,false
14,false
1,false
1,false
6,false
2,false
6,false
4,false
1,false
6,false
2,false
1,false
1,false
1,false
1,false
4,false
11,false
4,false
4,false
1,false
1,false
7,false
7,false
2,false
1,false
1,false
8,false
2,false
5,false
10,false
4,false
4,false
