cycle_length,max_steps_reached
2,false
2,false
36,false
2,false
1,false
1,false
2,false
2,false
2,false
1,false
4,false
5,false
2,false
4,false
60,false
1,false
2,false
1,false
4,false
6,false
16,false
7,false
1,false
12,false
2,false
20,false
3,false
3,false
4,false
1,false
4,false
1,false
2,false
4,false
1,false
2,false
1,false
2,false
8,false
3,false
1,false
4,false
1,false
1,false
1,false
2,false
6,false
3,false
1,false
4,false
4,false
4,false
2,false
15,false
4,false
2,false
2,false
4,false
12,false
1,false
12,false
2,false
1,false
2,false
6,false
2,false
1,false
1,false
2,false
1,false
2,false
2,false
8,false
8,false
1,false
4,false
8,false
2,false
6,false
6,false
1,false
4,false
4,false
4,false
4,false
1,false
12,false
2,false
5,false
4,false
62,false
4,false
4,false
3,false
1,false
1,false
1,false
6,false
2,false
2,false
