unique_cycles,msr
2,0
4,0
4,0
9,0
5,0
4,0
7,0
6,0
3,0
4,0
8,0
6,0
15,0
4,0
10,0
26,0
2,0
5,0
8,0
1,0
4,0
1,0
4,0
3,0
2,0
3,0
43,0
9,0
3,0
9,0
4,0
9,0
1,0
4,0
21,0
2,0
4,0
11,0
7,0
19,0
15,0
5,0
9,0
7,0
27,0
2,0
8,0
18,0
15,0
2,0
23,0
2,0
17,0
8,0
2,0
2,0
2,0
1,0
3,0
39,0
6,0
2,0
9,0
1,0
2,0
31,0
3,0
10,0
1,0
21,0
5,0
4,0
12,0
9,0
2,0
13,0
7,0
11,0
1,0
6,0
4,0
8,0
10,0
10,0
21,0
5,0
4,0
7,0
2,0
1,0
7,0
4,0
16,0
4,0
5,0
24,0
1,0
6,0
8,0
2,0
