cycle_length,max_steps_reached
3,false
4,false
12,false
6,false
17,false
9,false
7,false
10,false
6,false
7,false
5,false
87,false
103,false
1,false
69,false
8,false
16,false
2,false
27,false
86,false
33,false
5,false
9,false
1,false
14,false
2,false
83,false
2,false
38,false
11,false
4,false
36,false
33,false
6,false
1,false
4,false
4,false
1,false
26,false
47,false
125,false
2,false
2,false
2,false
2,false
13,false
17,false
50,false
1,false
80,false
65,false
15,false
6,false
34,false
4,false
10,false
24,false
15,false
4,false
2,false
16,false
2,false
12,false
8,false
25,false
4,false
3,false
5,false
2,false
3,false
17,false
19,false
9,false
2,false
7,false
12,false
8,false
1,false
12,false
19,false
59,false
6,false
19,false
2,false
6,false
2,false
2,false
8,false
8,false
8,false
3,false
6,false
48,false
32,false
17,false
109,false
164,false
1,false
28,false
4,false
