cycle_length,max_steps_reached
2,false
6,false
12,false
4,false
2,false
4,false
6,false
4,false
5,false
10,false
2,false
3,false
4,false
2,false
3,false
4,false
2,false
4,false
2,false
4,false
2,false
4,false
6,false
2,false
5,false
2,false
4,false
8,false
2,false
30,false
4,false
2,false
6,false
8,false
4,false
4,false
6,false
23,false
6,false
2,false
4,false
16,false
2,false
2,false
8,false
8,false
4,false
6,false
1,false
6,false
4,false
6,false
8,false
2,false
33,false
2,false
8,false
4,false
5,false
12,false
2,false
16,false
4,false
33,false
4,false
10,false
2,false
11,false
12,false
4,false
4,false
12,false
18,false
2,false
2,false
4,false
4,false
8,false
6,false
18,false
2,false
20,false
5,false
5,false
3,false
2,false
6,false
4,false
12,false
4,false
24,false
2,false
28,false
8,false
2,false
2,false
2,false
2,false
2,false
2,false
