cycle_length,max_steps_reached
120,false
1024,true
8,false
18,false
60,false
420,false
990,false
1024,true
48,false
1024,true
4,false
1024,true
1024,true
560,false
1024,true
3,false
4,false
7,false
1,false
90,false
8,false
3,false
144,false
210,false
1024,true
24,false
5,false
6,false
1024,true
96,false
21,false
1024,true
280,false
3,false
120,false
4,false
1,false
4,false
144,false
18,false
10,false
8,false
14,false
1024,true
1,false
56,false
52,false
56,false
24,false
1,false
580,false
20,false
21,false
1,false
264,false
2,false
24,false
402,false
14,false
742,false
1,false
1024,true
168,false
6,false
12,false
1024,true
32,false
120,false
1,false
1024,true
1,false
1024,true
840,false
240,false
28,false
1,false
20,false
15,false
26,false
42,false
10,false
2,false
3,false
40,false
84,false
18,false
24,false
1,false
4,false
8,false
120,false
4,false
18,false
4,false
1024,true
1024,true
70,false
144,false
2,false
1,false
3,false
120,false
120,false
12,false
1,false
60,false
44,false
18,false
286,false
10,false
1024,true
12,false
12,false
1,false
1024,true
6,false
1024,true
1024,true
6,false
42,false
1024,true
42,false
136,false
270,false
1024,true
120,false
11,false
42,false
4,false
16,false
8,false
1,false
106,false
1024,true
4,false
1024,true
2,false
1024,true
34,false
1,false
30,false
1024,true
32,false
20,false
1024,true
84,false
40,false
36,false
4,false
1,false
66,false
20,false
31,false
35,false
48,false
1024,true
16,false
78,false
4,false
36,false
276,false
10,false
14,false
4,false
1024,true
572,false
12,false
34,false
18,false
308,false
372,false
28,false
1,false
1024,true
10,false
1024,true
14,false
27,false
1024,true
60,false
1024,true
24,false
1,false
12,false
1024,true
1,false
32,false
168,false
1024,true
16,false
1024,true
20,false
1024,true
1,false
1024,true
4,false
24,false
20,false
2,false
12,false
40,false
11,false
150,false
1024,true
84,false
140,false
72,false
132,false
28,false
120,false
1,false
1024,true
30,false
1024,true
4,false
84,false
1,false
1,false
1024,true
20,false
10,false
1024,true
4,false
12,false
1,false
18,false
12,false
8,false
126,false
24,false
2,false
48,false
23,false
160,false
1,false
60,false
20,false
720,false
34,false
1024,true
1024,true
576,false
5,false
5,false
154,false
154,false
1024,true
24,false
52,false
60,false
1024,true
1024,true
1024,true
120,false
1024,true
1024,true
6,false
48,false
1,false
6,false
48,false
91,false
13,false
8,false
1024,true
1024,true
12,false
108,false
2,false
1024,true
20,false
1,false
24,false
2,false
1,false
84,false
12,false
96,false
1024,true
240,false
84,false
56,false
1024,true
80,false
20,false
1024,true
1024,true
1024,true
175,false
27,false
720,false
1,false
20,false
24,false
5,false
360,false
180,false
14,false
26,false
48,false
1024,true
12,false
1,false
76,false
20,false
1024,true
24,false
124,false
1024,true
39,false
1024,true
1,false
60,false
16,false
16,false
8,false
24,false
28,false
20,false
84,false
1,false
1024,true
1,false
120,false
5,false
24,false
10,false
48,false
90,false
120,false
1024,true
1024,true
48,false
9,false
66,false
12,false
10,false
246,false
156,false
1,false
1,false
1,false
1024,true
1,false
1024,true
27,false
1024,true
1024,true
434,false
560,false
546,false
172,false
1024,true
12,false
24,false
4,false
14,false
84,false
24,false
90,false
1024,true
312,false
1,false
1024,true
4,false
32,false
26,false
1024,true
8,false
10,false
198,false
204,false
33,false
84,false
60,false
1,false
1024,true
876,false
36,false
24,false
95,false
1024,true
14,false
50,false
1024,true
228,false
8,false
6,false
44,false
1024,true
540,false
42,false
240,false
15,false
14,false
1024,true
1024,true
140,false
14,false
132,false
1,false
1,false
1024,true
4,false
1024,true
1024,true
48,false
1,false
2,false
1024,true
52,false
1024,true
6,false
1,false
1024,true
18,false
9,false
1024,true
1024,true
48,false
1,false
1024,true
30,false
1024,true
7,false
8,false
156,false
24,false
14,false
1024,true
24,false
1024,true
8,false
6,false
38,false
84,false
1024,true
93,false
84,false
60,false
144,false
60,false
8,false
1024,true
34,false
24,false
144,false
1,false
108,false
4,false
240,false
1,false
140,false
31,false
13,false
30,false
1,false
1024,true
1,false
60,false
16,false
36,false
60,false
15,false
480,false
240,false
4,false
4,false
24,false
60,false
14,false
1024,true
1024,true
840,false
12,false
1,false
1024,true
1,false
8,false
5,false
12,false
49,false
1,false
140,false
36,false
70,false
20,false
10,false
38,false
1,false
1024,true
24,false
1024,true
1024,true
16,false
36,false
2,false
104,false
22,false
4,false
