cycle_length,max_steps_reached
72,false
1024,true
2,false
4,false
15,false
12,false
25,false
2,false
4,false
6,false
1024,true
96,false
1024,true
1,false
4,false
18,false
22,false
4,false
34,false
1024,true
20,false
186,false
302,false
1024,true
1024,true
24,false
44,false
28,false
48,false
140,false
40,false
260,false
1024,true
2,false
1024,true
104,false
32,false
24,false
1,false
72,false
8,false
96,false
3,false
28,false
8,false
100,false
136,false
204,false
8,false
9,false
1024,true
2,false
90,false
1024,true
80,false
2,false
2,false
90,false
1,false
1024,true
8,false
10,false
270,false
12,false
8,false
2,false
6,false
88,false
4,false
13,false
1024,true
1,false
4,false
2,false
819,false
14,false
28,false
1024,true
50,false
1024,true
560,false
20,false
1024,true
1,false
200,false
14,false
60,false
20,false
80,false
10,false
12,false
2,false
428,false
8,false
22,false
1024,true
16,false
18,false
14,false
2,false
638,false
1,false
1,false
31,false
5,false
1,false
1,false
84,false
70,false
30,false
48,false
4,false
2,false
4,false
42,false
1,false
5,false
18,false
75,false
30,false
1024,true
18,false
42,false
2,false
2,false
1024,true
16,false
10,false
5,false
44,false
1024,true
26,false
6,false
1,false
18,false
1024,true
12,false
60,false
8,false
24,false
1024,true
7,false
1024,true
16,false
12,false
25,false
8,false
1024,true
20,false
20,false
8,false
14,false
1024,true
108,false
1024,true
8,false
14,false
66,false
4,false
7,false
60,false
8,false
3,false
186,false
1,false
17,false
28,false
8,false
1024,true
186,false
2,false
14,false
84,false
1024,true
40,false
1024,true
6,false
4,false
508,false
1,false
18,false
1,false
1024,true
22,false
3,false
600,false
40,false
6,false
122,false
1,false
76,false
28,false
72,false
60,false
12,false
30,false
91,false
12,false
2,false
1024,true
4,false
444,false
8,false
91,false
12,false
8,false
2,false
12,false
4,false
90,false
2,false
6,false
2,false
1024,true
1,false
28,false
20,false
174,false
4,false
42,false
4,false
1024,true
2,false
1024,true
2,false
1024,true
6,false
26,false
60,false
1024,true
1,false
331,false
2,false
684,false
1024,true
14,false
48,false
11,false
66,false
9,false
88,false
1024,true
2,false
14,false
1,false
32,false
18,false
672,false
78,false
54,false
30,false
14,false
14,false
12,false
1024,true
68,false
1024,true
18,false
2,false
26,false
12,false
1024,true
42,false
22,false
714,false
8,false
10,false
2,false
50,false
8,false
10,false
32,false
12,false
8,false
10,false
456,false
4,false
18,false
80,false
34,false
1,false
18,false
16,false
4,false
2,false
20,false
1024,true
20,false
56,false
42,false
72,false
24,false
2,false
60,false
1,false
11,false
16,false
1024,true
13,false
4,false
10,false
16,false
40,false
224,false
30,false
146,false
12,false
48,false
16,false
177,false
114,false
1024,true
8,false
8,false
30,false
4,false
210,false
120,false
30,false
1024,true
36,false
6,false
10,false
4,false
78,false
36,false
4,false
240,false
8,false
5,false
168,false
1,false
16,false
1,false
10,false
56,false
40,false
16,false
8,false
5,false
5,false
10,false
8,false
108,false
4,false
6,false
1024,true
252,false
4,false
20,false
2,false
1024,true
28,false
75,false
3,false
810,false
2,false
1,false
54,false
2,false
1024,true
204,false
96,false
1,false
1,false
5,false
1,false
42,false
50,false
66,false
22,false
16,false
40,false
560,false
12,false
10,false
24,false
1024,true
1024,true
48,false
12,false
1,false
6,false
1024,true
1024,true
20,false
4,false
14,false
60,false
1,false
52,false
1,false
224,false
6,false
32,false
1024,true
56,false
2,false
3,false
28,false
60,false
12,false
12,false
168,false
1,false
4,false
1024,true
36,false
1,false
40,false
3,false
1024,true
4,false
12,false
1,false
4,false
6,false
1,false
1,false
24,false
12,false
2,false
254,false
110,false
12,false
140,false
96,false
2,false
36,false
1024,true
20,false
13,false
36,false
56,false
10,false
634,false
36,false
12,false
4,false
2,false
1024,true
204,false
4,false
42,false
3,false
2,false
8,false
366,false
312,false
876,false
14,false
1024,true
17,false
20,false
2,false
18,false
6,false
1024,true
12,false
36,false
84,false
1024,true
60,false
71,false
1024,true
20,false
2,false
1024,true
8,false
1024,true
1024,true
68,false
36,false
8,false
4,false
36,false
4,false
4,false
14,false
30,false
78,false
14,false
28,false
10,false
1024,true
1,false
36,false
2,false
140,false
4,false
1024,true
136,false
1024,true
102,false
22,false
1024,true
1,false
2,false
313,false
4,false
