cycle_length,max_steps_reached
12,false
1024,true
48,false
1024,true
1024,true
1024,true
1024,true
1024,true
1024,true
392,false
7,false
1024,true
1024,true
844,false
1024,true
14,false
48,false
1024,true
70,false
1024,true
134,false
1024,true
1024,true
32,false
1024,true
1024,true
1024,true
52,false
30,false
1024,true
1,false
1024,true
1024,true
1024,true
1024,true
1024,true
1024,true
1024,true
12,false
1024,true
1024,true
1024,true
1024,true
8,false
72,false
1024,true
1024,true
1024,true
16,false
1024,true
490,false
6,false
24,false
112,false
18,false
1024,true
1024,true
1024,true
1024,true
28,false
1024,true
18,false
1024,true
10,false
48,false
1024,true
1024,true
40,false
1024,true
1024,true
12,false
1024,true
1024,true
1024,true
6,false
1024,true
9,false
1024,true
2,false
552,false
1,false
1024,true
105,false
1024,true
1024,true
1024,true
74,false
55,false
1024,true
132,false
28,false
1024,true
4,false
12,false
1024,true
1024,true
1024,true
1024,true
1024,true
1024,true
1024,true
56,false
1024,true
18,false
1024,true
24,false
1024,true
1024,true
1024,true
2,false
126,false
1024,true
1024,true
1024,true
1024,true
1024,true
1024,true
1024,true
1024,true
30,false
2,false
1024,true
1024,true
18,false
1024,true
1024,true
1024,true
1,false
1024,true
462,false
57,false
1024,true
638,false
1024,true
1024,true
220,false
22,false
24,false
1,false
1024,true
1024,true
1024,true
6,false
114,false
1024,true
1024,true
1024,true
10,false
19,false
1024,true
1024,true
22,false
1024,true
16,false
1024,true
284,false
439,false
1024,true
1024,true
1024,true
48,false
1024,true
126,false
188,false
1024,true
8,false
1024,true
1024,true
1024,true
1024,true
12,false
1024,true
4,false
1,false
1024,true
96,false
1024,true
1024,true
340,false
28,false
1024,true
528,false
1024,true
1024,true
2,false
112,false
1024,true
1024,true
28,false
4,false
1024,true
1024,true
1024,true
1,false
1024,true
1024,true
24,false
1024,true
1024,true
1024,true
1024,true
49,false
1024,true
14,false
1024,true
12,false
1024,true
1024,true
1024,true
24,false
140,false
1024,true
1024,true
1024,true
1024,true
184,false
10,false
6,false
108,false
1024,true
1024,true
21,false
1024,true
1024,true
1024,true
11,false
48,false
1024,true
1024,true
12,false
1024,true
1024,true
177,false
80,false
1024,true
1024,true
1024,true
166,false
186,false
1024,true
1024,true
20,false
312,false
1024,true
1024,true
1024,true
1024,true
1024,true
70,false
1024,true
16,false
1024,true
1024,true
24,false
1024,true
1024,true
1024,true
112,false
24,false
60,false
1024,true
1024,true
1024,true
1024,true
42,false
1024,true
6,false
1024,true
10,false
1024,true
1024,true
1024,true
1024,true
322,false
1024,true
1024,true
1024,true
1024,true
1024,true
1024,true
1024,true
1024,true
42,false
442,false
1024,true
15,false
2,false
1024,true
1024,true
580,false
1024,true
1024,true
1024,true
1024,true
18,false
1024,true
1024,true
20,false
1024,true
60,false
1024,true
38,false
1024,true
1024,true
1024,true
1,false
1024,true
1024,true
32,false
4,false
1024,true
1024,true
1024,true
288,false
1024,true
1024,true
1024,true
1024,true
1024,true
1024,true
900,false
96,false
85,false
2,false
2,false
1024,true
24,false
1024,true
1024,true
1024,true
1024,true
168,false
1024,true
1024,true
1024,true
1024,true
742,false
10,false
6,false
9,false
8,false
16,false
1024,true
1024,true
6,false
1024,true
88,false
1024,true
1024,true
1024,true
1024,true
1024,true
1024,true
1024,true
1024,true
12,false
1024,true
19,false
8,false
509,false
6,false
1024,true
75,false
7,false
1024,true
7,false
28,false
678,false
1024,true
1024,true
508,false
36,false
50,false
1024,true
4,false
9,false
2,false
1024,true
20,false
1024,true
1024,true
68,false
16,false
1024,true
32,false
1024,true
1024,true
1024,true
52,false
1,false
840,false
7,false
1024,true
1024,true
1024,true
12,false
84,false
1024,true
1024,true
24,false
14,false
32,false
16,false
3,false
273,false
14,false
96,false
1024,true
358,false
1024,true
1024,true
1024,true
6,false
620,false
1024,true
1024,true
1024,true
1024,true
1024,true
44,false
1024,true
233,false
12,false
1024,true
1024,true
33,false
335,false
90,false
1024,true
1024,true
28,false
1024,true
1024,true
20,false
1024,true
1024,true
186,false
18,false
1024,true
1024,true
1024,true
84,false
1024,true
18,false
1024,true
1024,true
1024,true
1024,true
20,false
375,false
1024,true
12,false
1024,true
316,false
1024,true
1024,true
1024,true
1024,true
1024,true
1024,true
3,false
1024,true
1024,true
1024,true
4,false
1024,true
12,false
1024,true
1024,true
1024,true
1024,true
1024,true
56,false
1024,true
96,false
1024,true
1024,true
4,false
1024,true
1024,true
24,false
1024,true
10,false
1024,true
1024,true
1024,true
1024,true
1,false
1024,true
8,false
20,false
1024,true
14,false
1,false
1024,true
2,false
20,false
1024,true
1024,true
150,false
