cycle_length,max_steps_reached
14,false
12,false
4,false
20,false
36,false
56,false
44,false
26,false
2,false
1,false
11,false
28,false
4,false
8,false
11,false
36,false
24,false
6,false
24,false
3,false
23,false
20,false
511,false
5,false
8,false
3,false
296,false
55,false
30,false
1,false
16,false
5,false
8,false
2,false
165,false
6,false
74,false
68,false
9,false
62,false
15,false
15,false
1,false
146,false
1,false
6,false
5,false
12,false
6,false
8,false
7,false
1,false
1,false
62,false
11,false
20,false
6,false
62,false
3,false
4,false
6,false
1,false
22,false
12,false
12,false
20,false
6,false
1,false
4,false
2,false
109,false
12,false
12,false
42,false
2,false
4,false
33,false
224,false
240,false
12,false
6,false
2,false
9,false
1,false
2,false
39,false
8,false
8,false
3,false
24,false
2,false
12,false
42,false
196,false
10,false
4,false
4,false
4,false
126,false
258,false
6,false
3,false
2,false
97,false
2,false
10,false
4,false
46,false
1,false
2,false
6,false
12,false
4,false
1,false
1,false
10,false
8,false
159,false
8,false
12,false
18,false
24,false
4,false
2,false
26,false
12,false
2,false
10,false
4,false
2,false
10,false
1,false
4,false
132,false
4,false
136,false
14,false
8,false
1,false
6,false
12,false
28,false
7,false
8,false
1,false
2,false
14,false
2,false
4,false
1,false
18,false
1,false
4,false
38,false
2,false
1,false
24,false
4,false
1,false
8,false
10,false
6,false
79,false
60,false
16,false
2,false
3,false
71,false
4,false
15,false
1,false
5,false
6,false
32,false
8,false
10,false
14,false
11,false
2,false
1,false
2,false
12,false
51,false
8,false
36,false
1,false
8,false
4,false
16,false
336,false
6,false
2,false
30,false
3,false
1,false
36,false
2,false
170,false
1,false
4,false
8,false
11,false
14,false
12,false
2,false
6,false
4,false
11,false
6,false
51,false
1,false
10,false
11,false
8,false
3,false
4,false
6,false
24,false
12,false
1,false
2,false
63,false
21,false
13,false
26,false
16,false
2,false
34,false
12,false
21,false
10,false
10,false
2,false
8,false
30,false
369,false
2,false
4,false
2,false
29,false
5,false
4,false
8,false
38,false
28,false
11,false
7,false
96,false
19,false
4,false
6,false
2,false
2,false
120,false
72,false
2,false
12,false
1,false
4,false
7,false
30,false
18,false
4,false
2,false
6,false
1,false
6,false
4,false
15,false
34,false
14,false
2,false
6,false
8,false
10,false
10,false
2,false
2,false
20,false
2,false
16,false
16,false
1,false
4,false
61,false
10,false
12,false
86,false
1,false
27,false
7,false
12,false
32,false
31,false
7,false
1,false
14,false
30,false
8,false
46,false
17,false
6,false
3,false
8,false
2,false
4,false
20,false
14,false
6,false
12,false
3,false
33,false
2,false
2,false
2,false
4,false
6,false
8,false
4,false
13,false
2,false
2,false
2,false
6,false
10,false
6,false
4,false
2,false
29,false
7,false
9,false
8,false
6,false
72,false
10,false
10,false
58,false
1,false
2,false
10,false
6,false
1,false
11,false
18,false
2,false
110,false
1,false
10,false
4,false
5,false
8,false
8,false
15,false
7,false
5,false
10,false
12,false
134,false
4,false
7,false
74,false
126,false
1,false
9,false
12,false
6,false
10,false
14,false
12,false
1,false
16,false
1,false
24,false
16,false
62,false
30,false
3,false
62,false
1,false
2,false
13,false
48,false
2,false
1,false
26,false
10,false
3,false
4,false
1,false
24,false
6,false
31,false
3,false
18,false
12,false
2,false
54,false
1,false
1,false
12,false
22,false
2,false
4,false
4,false
1,false
2,false
2,false
1,false
7,false
60,false
2,false
30,false
8,false
16,false
4,false
12,false
17,false
38,false
10,false
2,false
12,false
2,false
24,false
76,false
4,false
82,false
3,false
4,false
4,false
14,false
84,false
56,false
22,false
22,false
18,false
12,false
2,false
8,false
15,false
4,false
4,false
4,false
8,false
1,false
3,false
3,false
4,false
36,false
6,false
28,false
36,false
14,false
2,false
2,false
58,false
2,false
15,false
2,false
2,false
4,false
4,false
2,false
11,false
1,false
4,false
738,false
1,false
9,false
8,false
32,false
4,false
10,false
24,false
6,false
12,false
13,false
3,false
50,false
16,false
18,false
6,false
14,false
8,false
2,false
2,false
4,false
15,false
2,false
48,false
18,false
1,false
4,false
16,false
2,false
11,false
4,false
2,false
6,false
2,false
5,false
